name,note,price,seller_name,seller_rating,seller_url,url
Samsung Galaxy A70 2019 128 GB (Samsung Türkiye Garantili),2 YIL RESMİ İTHALATÇI FİRMA GARANTİLİ-SIFIR ÜRÜN-ORJİNAL-FATURALI,2990,Mobifon,100,https://www.n11.com/magaza/mobifon,https://urun.n11.com/cep-telefonu/samsung-galaxy-a70-2019-128-gb-samsung-turkiye-garantili-P344331842
Huawei P Smart 2019 64 GB - Huawei Türkiye Garantili,2 YIL RESMİ İTHALATÇI FİRMA GARANTİLİ-SIFIR ÜRÜN-ORJİNAL-FATURALI,1674,gsm-dunyasi,100,https://www.n11.com/magaza/gsm-dunyasi,https://urun.n11.com/cep-telefonu/huawei-p-smart-2019-64-gb-huawei-turkiye-garantili-P313667300
XİAOMİ Mİ8 LİTE 64 GB 4ROMÇİFT HATLI CEP LİTE TEKNİKSERVİS GLOBAL,(İTHALATÇI GARANTİLİ),1799,Aksarayİletişim,100,https://www.n11.com/magaza/aksarayiletisim,https://urun.n11.com/cep-telefonu/xiaomi-mi8-lite-64-gb-4romcift-hatli-cep-lite-teknikservis-global-P315109010
Xiaomi Redmi Note 7 128GB Siyah Xiaomi Türkiye Garantili,(İTHALATÇI GARANTİLİ),2169,Ceptech,100,https://www.n11.com/magaza/ceptech,https://urun.n11.com/cep-telefonu/xiaomi-redmi-note-7-128gb-siyah-xiaomi-turkiye-garantili-P342005566
HUAWEİ MATE 20 LİTE 64 GB 4 ROM ÇİFT HATLI CEP TELEFONU,2 YIL LİTE TEKNİK SERVİS GARANTİLİ,2183,Aksarayİletişim,100,https://www.n11.com/magaza/aksarayiletisim,https://urun.n11.com/cep-telefonu/huawei-mate-20-lite-64-gb-4-rom-cift-hatli-cep-telefonu-P315446138
Xiaomi Redmi 6A 32GB Akıllı Telefon Siyah Genpa Garantili!,Genpa Garantili! Aynı Gün ÜCRETSİZ Kargo! Faturalı!,959,Nethouse,100,https://www.n11.com/magaza/nethouse,https://urun.n11.com/cep-telefonu/xiaomi-redmi-6a-32gb-akilli-telefon-siyah-genpa-garantili-P340834631
Samsung Galaxy M10 16GB Koyu Gri Koyu Gri,"Adınıza Faturalı, Memnuniyet garantili.",1199,SamsungTürkiye,93,https://www.n11.com/magaza/samsungturkiye,https://urun.n11.com/cep-telefonu/samsung-galaxy-m10-16gb-koyu-gri-koyu-gri-P332945359
Huawei Mate 20 Lite 64 GB CepTelefonu,Genpa Garantili! Aynı Gün ÜCRETSİZ Kargo! Faturalı!,2167,Techpazar,100,https://www.n11.com/magaza/techpazar,https://urun.n11.com/cep-telefonu/huawei-mate-20-lite-64-gb-ceptelefonu-P286954388
Huawei Y6 2019 32 GB - Huawei Türkiye Garantili,Genpa Garantili! Aynı Gün ÜCRETSİZ Kargo! Faturalı!,1189,gsm-dunyasi,100,https://www.n11.com/magaza/gsm-dunyasi,https://urun.n11.com/cep-telefonu/huawei-y6-2019-32-gb-huawei-turkiye-garantili-P340756857
Huawei Y7 2019 32 GB Dual Sim Huawei Türkiye Garantili,"KAPALI KUTU, ORiJiNAL, ADINIZA FATURALI, DiSTRiBüTöR GARANTiLi",1489,gsm-dunyasi,100,https://www.n11.com/magaza/gsm-dunyasi,https://urun.n11.com/cep-telefonu/huawei-y7-2019-32-gb-dual-sim-huawei-turkiye-garantili-P327036019
Samsung Galaxy Note9 512GB (Okyanus Mavisi),,7499,SamsungTürkiye,93,https://www.n11.com/magaza/samsungturkiye,https://urun.n11.com/cep-telefonu/samsung-galaxy-note9-512gb-okyanus-mavisi-P274621149
General Mobile GM 8 Go Tek Sim * General Mobile Garantili.,"Adınıza Faturalı, Memnuniyet garantili.",745,Gelbial,99,https://www.n11.com/magaza/gelbial,https://urun.n11.com/cep-telefonu/general-mobile-gm-8-go-tek-sim-general-mobile-garantili-P256136746
Xiaomi Redmi Note 7 64GB Cep Telefonu (Xiaomi Türkiye Garantili),"Adınıza Faturalı, Memnuniyet garantili.",1994,Numarabir,100,https://www.n11.com/magaza/numarabir,https://urun.n11.com/cep-telefonu/xiaomi-redmi-note-7-64gb-cep-telefonu-xiaomi-turkiye-garantili-P336155985
XİAOMİ REDMİ NOTE 7 128GB 4GB RAM 4.5G CEP TELEFONU,2 RESMİ İTHALAT GARANTİLİ-SIFIR ÜRÜN-ORJİNAL,2145,idealcep,99,https://www.n11.com/magaza/idealcep,https://urun.n11.com/cep-telefonu/xiaomi-redmi-note-7-128gb-4gb-ram-45g-cep-telefonu-P344990309
Sony Xperia XA1 Ultra G3221 32GB (Sony Türkiye Garantili),,1269,reyontek,100,https://www.n11.com/magaza/reyontek,https://urun.n11.com/cep-telefonu/sony-xperia-xa1-ultra-g3221-32gb-sony-turkiye-garantili-P194429158
HUAWEI MATE 20 LITE ( HUAWEI TÜRKİYE GARANTİLİ),"KAPALI KUTU, ORiJiNAL, ADINIZA FATURALI, DiSTRiBüTöR GARANTiLi",2229,EKOLAYCEP,100,https://www.n11.com/magaza/ekolaycep,https://urun.n11.com/cep-telefonu/huawei-mate-20-lite-huawei-turkiye-garantili-P295618966
Samsung Galaxy M20 32GB SM-M205F,Samsung 32GB Hafıza Kartı Hediye. Samsung Türkiye Garantilidir,1749,SamsungTürkiye,93,https://www.n11.com/magaza/samsungturkiye,https://urun.n11.com/cep-telefonu/samsung-galaxy-m20-32gb-sm-m205f-P322115548
Samsung Galaxy A50 2019 64 GB - Samsung Türkiye Garantili,Samsung 32GB Hafıza Kartı Hediye. Samsung Türkiye Garantilidir,2428,Numarabir,100,https://www.n11.com/magaza/numarabir,https://urun.n11.com/cep-telefonu/samsung-galaxy-a50-2019-64-gb-samsung-turkiye-garantili-P337365804
APPLE İPHONE 7 PLUS 128 GB 2 YIL APPLE TÜRKİYE GARANTİLİ,SIFIR KAPALI KUTU ADINIZA FATURALI,5179,TechnoZone,100,https://www.n11.com/magaza/technozone,https://urun.n11.com/cep-telefonu/apple-iphone-7-plus-128-gb-2-yil-apple-turkiye-garantili-P314764371
Xiaomi Redmi 6A 32 GB (Xiaomi Türkiye Garantili),,987,BPS,100,https://www.n11.com/magaza/bps,https://urun.n11.com/cep-telefonu/xiaomi-redmi-6a-32-gb-xiaomi-turkiye-garantili-P346205426
Honor Play 64 GB 4 GB RAM MAVİ (Honor Türkiye Garantili),,2399,MarmaraAvm,100,https://www.n11.com/magaza/marmaraavm,https://urun.n11.com/cep-telefonu/honor-play-64-gb-4-gb-ram-mavi-honor-turkiye-garantili-P344732963
Samsung Galaxy M20 64GB 150 TL DEĞERİNDE AKSESUAR HEDİYE,Adınıza Faturalı Kapalı Kutu 2 Yıl Delta Garantili,1859,MardinBilişim,100,https://www.n11.com/magaza/mardinbilisim,https://urun.n11.com/cep-telefonu/samsung-galaxy-m20-64gb-150-tl-degerinde-aksesuar-hediye-P344310826
Asus Zenfone Max Pro ZB602KL 64GB Cep Telefonu,ASUS TÜRKİYE GARANTİLİ,1539,gsm-dunyasi,100,https://www.n11.com/magaza/gsm-dunyasi,https://urun.n11.com/cep-telefonu/asus-zenfone-max-pro-zb602kl-64gb-cep-telefonu-P99218752
Huawei Y6 2019 32GB Akıllı Telefon Amber Brown,Aynı Gün ÜCRETSİZ Kargo! Faturalı! Garantili!,1198,Nethouse,100,https://www.n11.com/magaza/nethouse,https://urun.n11.com/cep-telefonu/huawei-y6-2019-32gb-akilli-telefon-amber-brown-P348483269
Samsung Galaxy A20 32 GB (Samsung Türkiye Garantili),,1549,penguenbilgisayar,100,https://www.n11.com/magaza/penguenbilgisayar,https://urun.n11.com/cep-telefonu/samsung-galaxy-a20-32-gb-samsung-turkiye-garantili-P345953114
General Mobile GM 8 3GB/32GB 4.5G Tek Sim * General Mobile Garant,,919,Gelbial,99,https://www.n11.com/magaza/gelbial,https://urun.n11.com/cep-telefonu/general-mobile-gm-8-3gb32gb-45g-tek-sim-general-mobile-garant-P251363075
Vestel Venüs V4 32 GB Cep Telefonu (Vestel Garantili),2 RESMİ İTHALAT GARANTİLİ-SIFIR ÜRÜN-ORJİNAL,899,TEKNO-CENTER,100,https://www.n11.com/magaza/tekno-center,https://urun.n11.com/cep-telefonu/vestel-venus-v4-32-gb-cep-telefonu-vestel-garantili-P345288613
Samsung Galaxy A20 2019 32GB (Samsung Türkiye Garantili),"KAPALI KUTU, ORiJiNAL, ADINIZA FATURALI, DiSTRiBüTöR GARANTiLi",1554,Ceptveaks,100,https://www.n11.com/magaza/ceptveaks,https://urun.n11.com/cep-telefonu/samsung-galaxy-a20-2019-32gb-samsung-turkiye-garantili-P344659899
Xiaomi Mi Mix 3 128 GB 6 GB RAM Akıllı Telefon Genpa Garantili!,Genpa Garantili! Aynı Gün ÜCRETSİZ Kargo! Faturalı!,4490,Nethouse,100,https://www.n11.com/magaza/nethouse,https://urun.n11.com/cep-telefonu/xiaomi-mi-mix-3-128-gb-6-gb-ram-akilli-telefon-genpa-garantili-P338625841
Xiaomi Mi 8 Lite 64 GB Global Versiyon MAVİ RENK,,2155,turuncumağaza,100,https://www.n11.com/magaza/turuncumagaza,https://urun.n11.com/cep-telefonu/xiaomi-mi-8-lite-64-gb-global-versiyon-mavi-renk-P306290077
XİAOMİ REDMİ 6 4 RAM 64 GB DUAL SIM CEP TELEFONU,2 YIL DELTA SERVİS GARANTİLİ - ADINIZA FATURALI,1369,eosiletisim,100,https://www.n11.com/magaza/eosiletisim,https://urun.n11.com/cep-telefonu/xiaomi-redmi-6-4-ram-64-gb-dual-sim-cep-telefonu-P297988500
ASUS ZENFONE 4 MAX ZC554KL 32 GB (ASUS TÜRKİYE GARANTİLİ),DİSTRİBÜTÖR GARANTİLİ-KAPALI KUTU-ADINIZA FATURALI-ORJİNAL ÜRÜN,1389,ARTITEK,100,https://www.n11.com/magaza/artitek,https://urun.n11.com/cep-telefonu/asus-zenfone-4-max-zc554kl-32-gb-asus-turkiye-garantili-P240350661
Huawei P20 Lite 64 GB - Huawei Türkiye Garantili,"KAPALI KUTU, ORJiNAL, ADINIZA FATURALI, DiSTRiBüTöR GARANTiLi",1875,gsm-dunyasi,100,https://www.n11.com/magaza/gsm-dunyasi,https://urun.n11.com/cep-telefonu/huawei-p20-lite-64-gb-huawei-turkiye-garantili-P247783186
Samsung Galaxy J8 32 GB (Samsung Türkiye Garantili),"KAPALI KUTU, ORJiNAL, ADINIZA FATURALI, DiSTRiBüTöR GARANTiLi",1539,gsm-dunyasi,100,https://www.n11.com/magaza/gsm-dunyasi,https://urun.n11.com/cep-telefonu/samsung-galaxy-j8-32-gb-samsung-turkiye-garantili-P274590775
Samsung Galaxy J2 Core 8GB (Samsung Türkiye Garantili),"KAPALI KUTU, ORJiNAL, ADINIZA FATURALI, DiSTRiBüTöR GARANTiLi",749,Mobifon,100,https://www.n11.com/magaza/mobifon,https://urun.n11.com/cep-telefonu/samsung-galaxy-j2-core-8gb-samsung-turkiye-garantili-P295294534
Xiaomi Redmi Note 7 64 GB (İthalatçı Garantili),SIFIR KAPALI KUTU ADINIZA FATURALI,2025,AlisverisAdresim,100,https://www.n11.com/magaza/alisverisadresim,https://urun.n11.com/cep-telefonu/xiaomi-redmi-note-7-64-gb-ithalatci-garantili-P336769308
HUAWEİ Y7 2019 DUAL SİM 32GB HUAWEİ TÜRKİYE GARANTİLİ,SIFIR KAPALI KUTU ADINIZA FATURALI,1442,ÖNGENELEKTRONİK,100,https://www.n11.com/magaza/ongenelektronik,https://urun.n11.com/cep-telefonu/huawei-y7-2019-dual-sim-32gb-huawei-turkiye-garantili-P330273506
XİAOMİ REDMİ NOTE 7 128 GB CEP TELEFONU - DELTA SERVİS GARANTİLİ,2 YIL DELTA SERVİS GARANTİLİ - ADINIZA FATURALI,2087,eosiletisim,100,https://www.n11.com/magaza/eosiletisim,https://urun.n11.com/cep-telefonu/xiaomi-redmi-note-7-128-gb-cep-telefonu-delta-servis-garantili-P339795818
SAMSUNG GALAXY J6 PLUS 32 GB SAMSUNG TÜRKİYE GARANTİLİ,Adınıza Faturalı Kapalı Kutu 2 Yıl Delta Garantili,1325,Aksarayİletişim,100,https://www.n11.com/magaza/aksarayiletisim,https://urun.n11.com/cep-telefonu/samsung-galaxy-j6-plus-32-gb-samsung-turkiye-garantili-P297983054
Samsung Galaxy J4 16 GB (Samsung Türkiye Garantili),Stoktan Hemen Gönderim,1055,TelefonDukkani,100,https://www.n11.com/magaza/telefondukkani,https://urun.n11.com/cep-telefonu/samsung-galaxy-j4-16-gb-samsung-turkiye-garantili-P349179410
Samsung Galaxy A10 2019 32GB - Samsung Türkiye Garantili,Stoktan Hemen Gönderim,1312,Ceptveaks,100,https://www.n11.com/magaza/ceptveaks,https://urun.n11.com/cep-telefonu/samsung-galaxy-a10-2019-32gb-samsung-turkiye-garantili-P337446164
SAMSUNG GALAXY J7 PRİME 2 64GB 4GB RAM CEP TELEFONU,2 YIL RESMİ İTHALAT GARANTİLİ-SIFIR ÜRÜN-ORJİNAL-ADINIZA FATURALI,1348,idealcep,99,https://www.n11.com/magaza/idealcep,https://urun.n11.com/cep-telefonu/samsung-galaxy-j7-prime-2-64gb-4gb-ram-cep-telefonu-P305323767
Xiaomi Redmi 5 plus 64GB 4gb Ram 4000 Mah Snapdragon 625,2 YIL İTHATALÇI FİRMA GARANTİLİ-ADINIZA FATURALI-,1629,digitalfoni,100,https://www.n11.com/magaza/digitalfoni,https://urun.n11.com/cep-telefonu/xiaomi-redmi-5-plus-64gb-4gb-ram-4000-mah-snapdragon-625-P294528458
Apple iPhone XS Max 64GB Apple Türkiye Garantili,Apple Türkiye Garantili,9814,teknolojiankara,100,https://www.n11.com/magaza/teknolojiankara,https://urun.n11.com/cep-telefonu/apple-iphone-xs-max-64gb-apple-turkiye-garantili-P302057989
XIAOMI NOTE 6 PRO 64 GB 4 RAM GLOBAL VERSIYON CEP TELEFONU,2 YIL DELTA GARANTİLİ + AYNI GÜN KARGO + GLOBAL ROM,1599,AlGötür,100,https://www.n11.com/magaza/algotur,https://urun.n11.com/cep-telefonu/xiaomi-note-6-pro-64-gb-4-ram-global-versiyon-cep-telefonu-P213285468
Xiaomi Mi 8 128 GB 6GB Siyah Akıllı Telefon Genpa Garantili!,Genpa Türkiye Garantili! Aynı Gün ÜCRETSİZ Kargo! Faturalı!,4049,Nethouse,100,https://www.n11.com/magaza/nethouse,https://urun.n11.com/cep-telefonu/xiaomi-mi-8-128-gb-6gb-siyah-akilli-telefon-genpa-garantili-P338603245
ZTE Blade A506 16 GB Akıllı Cep Telefonu Siyah,ZTE Blade A506 16 GB Akıllı Cep Telefonu Siyah,649,elektropazaar,100,https://www.n11.com/magaza/elektropazaar,https://urun.n11.com/cep-telefonu/zte-blade-a506-16-gb-akilli-cep-telefonu-siyah-P337514039
Asus Zenfone 4 Max ZC554KL 32 GB - Asus Türkiye Garantili,"KAPALI KUTU, ORJiNAL, ADINIZA FATURALI, DiSTRiBüTöR GARANTiLi",1048,gsm-dunyasi,100,https://www.n11.com/magaza/gsm-dunyasi,https://urun.n11.com/cep-telefonu/asus-zenfone-4-max-zc554kl-32-gb-asus-turkiye-garantili-P223213998
Samsung Galaxy J6 PLUS J610F 32GB (Samsung Türkiye Garantilii),"KAPALI KUTU, ORJiNAL, ADINIZA FATURALI, DiSTRiBüTöR GARANTiLi",1329,Samsungİstanbul,100,https://www.n11.com/magaza/samsungistanbul,https://urun.n11.com/cep-telefonu/samsung-galaxy-j6-plus-j610f-32gb-samsung-turkiye-garantilii-P344101068
Samsung Galaxy J7 Prime 2 32 GB (Samsung Türkiye Garantili),24 Ay Samsung Türkiye Garantili Aynı Gün Kargo,1265,e-Tech-Store,100,https://www.n11.com/magaza/e-tech-store,https://urun.n11.com/cep-telefonu/samsung-galaxy-j7-prime-2-32-gb-samsung-turkiye-garantili-P318620412
HUAWEİ P20 LİTE 64 GB CEP TELEFONU (2 Yıl İthalat Garantili),,1789,express-mobile,96,https://www.n11.com/magaza/express-mobile,https://urun.n11.com/cep-telefonu/huawei-p20-lite-64-gb-cep-telefonu-2-yil-ithalat-garantili-P262764546
Xiaomi Redmi Note 7 64 GB (Delta teknik servis Garantili),,1929,Techpazar,100,https://www.n11.com/magaza/techpazar,https://urun.n11.com/cep-telefonu/xiaomi-redmi-note-7-64-gb-delta-teknik-servis-garantili-P337016412
Samsung Galaxy A7 2018 A750 64GB (Samsung Türkiye Garantili),,1999,reyontek,100,https://www.n11.com/magaza/reyontek,https://urun.n11.com/cep-telefonu/samsung-galaxy-a7-2018-a750-64gb-samsung-turkiye-garantili-P292748069
Casper Via G3 32Gb Cep Telefonu Yapay Zeka Casper Türkiye Garanti,Genpa Garantili! Aynı Gün ÜCRETSİZ Kargo! Faturalı!,1299,BarisBilgisayarTR,100,https://www.n11.com/magaza/barisbilgisayartr,https://urun.n11.com/cep-telefonu/casper-via-g3-32gb-cep-telefonu-yapay-zeka-casper-turkiye-garanti-P338240981
Samsung Galaxy A50 2019 64 GB (Samsung Türkiye Garantili),Genpa Garantili! Aynı Gün ÜCRETSİZ Kargo! Faturalı!,2429,cennetelektro,100,https://www.n11.com/magaza/cennetelektro,https://urun.n11.com/cep-telefonu/samsung-galaxy-a50-2019-64-gb-samsung-turkiye-garantili-P343756172
HUAWEI MATE 20 PRO 128GB CEP TELEFONU (HUAWEI TR GARANTİLİ,HUAWEI TR GARANTİLİ,5639,Cepekspress,100,https://www.n11.com/magaza/cepekspress,https://urun.n11.com/cep-telefonu/huawei-mate-20-pro-128gb-cep-telefonu-huawei-tr-garantili-P300565193
SAMSUNG GALAXY M20 64 GB DUAL SİM CEP TEEFONU,2 YIL DELTA SERVİS GARANTİLİ - ADINIZA FATURALI,1749,eosiletisim,100,https://www.n11.com/magaza/eosiletisim,https://urun.n11.com/cep-telefonu/samsung-galaxy-m20-64-gb-dual-sim-cep-teefonu-P344888269
SAMSUNG GALAXY J6 J600G 32 GB ÇİFT HATLI CEP TELEFONU,,1289,Aksarayİletişim,100,https://www.n11.com/magaza/aksarayiletisim,https://urun.n11.com/cep-telefonu/samsung-galaxy-j6-j600g-32-gb-cift-hatli-cep-telefonu-P267468598
Samsung Galaxy A50 2019 64 GB MAVİ (Samsung Türkiye Garantili),,2560,ekincep,100,https://www.n11.com/magaza/ekincep,https://urun.n11.com/cep-telefonu/samsung-galaxy-a50-2019-64-gb-mavi-samsung-turkiye-garantili-P344298926
Xiaomi Mi 8 Lite 128GB 6GB Ram Global Versiyon Cep Telefonu,,2539,turuncumağaza,100,https://www.n11.com/magaza/turuncumagaza,https://urun.n11.com/cep-telefonu/xiaomi-mi-8-lite-128gb-6gb-ram-global-versiyon-cep-telefonu-P306291518
Samsung Galaxy J7 Pro 32 GB (Samsung Türkiye Garantili),Samsung Türkiye Garantili Ücretsiz Aynı Gün Kargo,1449,nettemarket,100,https://www.n11.com/magaza/nettemarket,https://urun.n11.com/cep-telefonu/samsung-galaxy-j7-pro-32-gb-samsung-turkiye-garantili-P349688601
Samsung Galaxy S9 Plus 64 GB / 6GB Ram (İthalatçı Garantili),,4299,Azur,100,https://www.n11.com/magaza/azur,https://urun.n11.com/cep-telefonu/samsung-galaxy-s9-plus-64-gb-6gb-ram-ithalatci-garantili-P342606800
Samsung Galaxy A10 32 GB Çift Hat (İthalatçı Firma Garantili),,1094,AlisverisAdresim,100,https://www.n11.com/magaza/alisverisadresim,https://urun.n11.com/cep-telefonu/samsung-galaxy-a10-32-gb-cift-hat-ithalatci-firma-garantili-P339911324
Samsung Galaxy S9 64GB (Samsung Türkiye Garantili),STOKTAN AYNI GÜN GÖNDERİM,3898,cennetelektro,100,https://www.n11.com/magaza/cennetelektro,https://urun.n11.com/cep-telefonu/samsung-galaxy-s9-64gb-samsung-turkiye-garantili-P348497105
XİAOMİ Mi A2 LİTE 64 GB (XİAOMİ TÜRKİYE GARANTİLİ),DİSTRİBÜTÖR GARANTİLİ-KAPALI KUTU-ADINIZA FATURALI-ORJİNAL ÜRÜN,1898,ARTITEK,100,https://www.n11.com/magaza/artitek,https://urun.n11.com/cep-telefonu/xiaomi-mi-a2-lite-64-gb-xiaomi-turkiye-garantili-P342782157
Samsung Galaxy J8 64 GB J810F (Distribütör Garantili),DİSTRİBÜTÖR GARANTİLİ-KAPALI KUTU-ADINIZA FATURALI-ORJİNAL ÜRÜN,1999,ARTITEK,100,https://www.n11.com/magaza/artitek,https://urun.n11.com/cep-telefonu/samsung-galaxy-j8-64-gb-j810f-distributor-garantili-P334431238
Honor 10 Lite 32 GB - Honor Türkiye Garantili,"KAPALI KUTU, ORiJiNAL, ADINIZA FATURALI, DiSTRiBüTöR GARANTiLi",1519,gsm-dunyasi,100,https://www.n11.com/magaza/gsm-dunyasi,https://urun.n11.com/cep-telefonu/honor-10-lite-32-gb-honor-turkiye-garantili-P320441608
Samsung Galaxy A70 2019 128 GB (Samsung Türkiye Garantili),"KAPALI KUTU, ORiJiNAL, ADINIZA FATURALI, DiSTRiBüTöR GARANTiLi",3031,penguenbilgisayar,100,https://www.n11.com/magaza/penguenbilgisayar,https://urun.n11.com/cep-telefonu/samsung-galaxy-a70-2019-128-gb-samsung-turkiye-garantili-P344595610
Xiaomi Redmi S2 32 GB - Xiaomi Türkiye Garantili,"KAPALI KUTU, ORiJiNAL, ADINIZA FATURALI, DiSTRiBüTöR GARANTiLi",1195,gsm-dunyasi,100,https://www.n11.com/magaza/gsm-dunyasi,https://urun.n11.com/cep-telefonu/xiaomi-redmi-s2-32-gb-xiaomi-turkiye-garantili-P284426199
XİAOMİ REDMİ NOTE 6 PRO 64GB 4GB RAM 4.5G CEP TELEFONU,2 YIL RESMİ İTHALAT GARANTİLİ-SIFIR ÜRÜN-ORJİNAL-ADINIZA FATURALI,1619,idealcep,99,https://www.n11.com/magaza/idealcep,https://urun.n11.com/cep-telefonu/xiaomi-redmi-note-6-pro-64gb-4gb-ram-45g-cep-telefonu-P345167433
Apple iPhone 6S 32GB (Apple Türkiye Garantili),Resmi Distribütör Garantisi Altındadır,2669,teknolojiankara,100,https://www.n11.com/magaza/teknolojiankara,https://urun.n11.com/cep-telefonu/apple-iphone-6s-32gb-apple-turkiye-garantili-P295938935
